Species name,Seed plant/Spore plant,Woody/Herbaceous,Broadleaved tree/Coniferous tree,Evergreen tree/Deciduous tree,Legume/Non-legume,Annual herb/Perennial herb,Grass/Forb/Shrub/Tree,C3/C4,Tissue types,mean_control,mean_treatment,SD_control,SD_treatment,N_control,N_treatment,units,Reference,N amount (g m-2yr-1),MAT,MAP(mm),Latitude,Other resources
Populus tremula,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,leaf,54.3,55.2,2.8,8.8,4,4,g m-2,Portsmuth and Niinemets 2006a,*,*,*,59.2,Control
Populus tremula,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,leaf,30,26.9,1.2,2.2,4,4,g m-2,Portsmuth and Niinemets 2006a,*,*,*,59.2,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,C3,wholeplant,6.1,46.2,2.5,0.3,6,6,g,Volin and Reich 1996,*,8.6,884,43.1,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,155.2,242.6,10.5,17.1,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,219.7,320.2,27.4,20.5,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,374.9,562.8,49,27.9,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,142.2,186.7,5.6,7.9,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,145.3,191.7,5.4,6.3,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,124.2,170.6,5.6,7.9,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,292.5,368.6,15.2,15.3,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,150.3,182.2,5.4,6.3,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,269.4,362.2,15.2,15.3,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,734.5,2986,91.5,144.5,5,5,g,Zak et al. 2000,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,549,1495.4,57.8,72.2,5,5,g,Zak et al. 2000,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,1283.5,4481.5,149.3,211.9,5,5,g,Zak et al. 2000,*,9.7,889,45.3,CO2
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,127.5,165.7,8.8,4.9,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,170.7,215.9,24.3,6.5,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,298.2,381.6,43.1,27.9,5,5,g,Pregitzer et al. 1995,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,124.7,110,3.9,3.1,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,77.5,113.3,3.9,3.1,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,115.6,107.2,1.8,2.9,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,85.3,115.6,1.8,2.9,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,240.3,202.2,6.1,8.2,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,162.8,228.9,6.1,8.2,8,8,g,Wang and Curtis 2001,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,664.6,2215.5,50.6,74.7,5,5,g,Zak et al. 2000,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,445.5,1033.1,38.5,24.1,5,5,g,Zak et al. 2000,*,9.7,889,45.3,Control
Populus tremuloides,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,1110.1,3250.9,86.7,89.1,5,5,g,Zak et al. 2000,*,9.7,889,45.3,Control
Potamogeton amplifolius,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,root,33.8,110,41.4,0,9,13,g,Cronin G et al. 2003,*,4,*,41.3,P
Potamogeton amplifolius,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,75,328,75,0.3,9,13,g,Cronin G et al. 2003,*,4,*,41.3,P
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,4.5,3.6,3.7,1.5,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,4.5,3.1,3.7,1.1,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,4.5,1.8,3.7,0.4,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,9.8,13.7,4.2,3.7,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,9.8,15.1,4.2,12.6,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis alba,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,9.8,19,4.2,4.2,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,1.7,15.5,0.4,3,3,3,g,Causin HF et al. 2004,*,*,*,36,CO2
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,2.1,17.1,0.7,3.8,3,3,g,Causin HF et al. 2004,*,*,*,36,CO2
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,1.4,10.5,0.5,2.5,3,3,g,Causin HF et al. 2004,*,*,*,36,Control
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,1.4,9.9,0.4,2.3,3,3,g,Causin HF et al. 2004,*,*,*,36,Control
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.9,4.2,1.9,5.6,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.9,6.9,1.9,13.1,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.4,2,0.7,1.5,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.4,1.7,0.7,1.5,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.4,2.2,0.7,1.5,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.9,3.4,1.9,2.8,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,2.7,3,0.4,1.9,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,2.7,3,0.4,0.7,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,2.7,4.2,0.4,1.9,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,5.9,8.6,6.5,1.4,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,5.9,13.1,6.5,10.3,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis flexuosa,Seedplant,Woody,Broadleaved,Deciduous,Legume,*,Tree,*,wholeplant,5.9,16.3,6.5,17.3,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis glandulosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.5,19,0.5,2.3,3,3,g,Causin HF et al. 2004,*,*,*,36,CO2
Prosopis glandulosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,3.3,16.5,0.4,5.2,3,3,g,Causin HF et al. 2004,*,*,*,36,CO2
Prosopis glandulosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.3,10.7,0.7,1.6,3,3,g,Causin HF et al. 2004,*,*,*,36,Control
Prosopis glandulosa,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.3,12.4,0.5,2,3,3,g,Causin HF et al. 2004,*,*,*,36,Control
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.3,1.8,2.2,5.1,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.3,1.6,2.2,5.1,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,1.3,2.9,2.2,5.1,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.8,4.2,2.2,10.7,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.8,4.8,1.1,3.7,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Prosopis strombuli,Seedplant,Woody,*,*,Legume,*,Shrub,*,wholeplant,2.8,3.9,3.4,8.9,15,15,g,Vilela AE et al. 2003,*,*,*,*,Facilitated
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,2,0.7,0.8,5,5,g,Witkowski ETF 1989,2,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,9.5,2.2,3.3,5,5,g,Witkowski ETF 1989,2,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,1.4,0.7,0.7,5,5,g,Witkowski ETF 1989,4,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,7.6,2.2,3.6,5,5,g,Witkowski ETF 1989,4,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,0.8,0.7,0.3,5,5,g,Witkowski ETF 1989,8,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,4.1,2.2,1.4,5,5,g,Witkowski ETF 1989,8,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,1.2,0.7,0.3,5,5,g,Witkowski ETF 1989,16,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,4,2.2,0.7,5,5,g,Witkowski ETF 1989,16,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,1.5,0.7,0.9,5,5,g,Witkowski ETF 1989,32,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,3.9,2.2,2,5,5,g,Witkowski ETF 1989,32,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,leaf,2.5,1.1,0.7,1.1,5,5,g,Witkowski ETF 1989,64,*,*,*,P
Protea repens,Seedplant,Woody,*,*,Non-legume,*,Shrub,*,root,15.3,3.3,2.2,1.7,5,5,g,Witkowski ETF 1989,64,*,*,*,P
Prumnopitys ferruginea,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,0.7,2.1,0.4,1,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Prumnopitys ferruginea,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,0.7,1.3,0.6,0.4,5,5,g,Carswell FE et al. 2005,*,*,*,43.1,P
Prumnopitys ferruginea,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,3.6,3.3,1.7,2.2,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,P
Prumnopitys ferruginea,Seedplant,Woody,Coniferous,Evergreen,Non-legume,*,Tree,*,leaf,1.8,4.2,0.5,1.5,5,5,g,Carswell FE et al. 2005,*,*,*,43.2,P
Prunella vulgaris,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,0.1,0.1,0.3,0.2,8,8,g,De Deyn GB et al. 2004,*,*,*,*,Control
Prunella vulgaris,Seedplant,Herbaceous,*,*,Non-legume,Perennial,Forb,*,shoot,0.1,0,0.3,0,8,8,g,De Deyn GB et al. 2004,*,*,*,*,Control
Pseudoroegneria spicata ,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,1.8,2.5,0.7,1.8,9,9,g m-2,Blicker PS 2002,*,*,*,*,Control
Pseudoroegneria spicata ,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,wholeplant,2.4,2.8,0.7,1.2,9,9,g m-2,Blicker PS 2002,*,*,*,*,Control
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,leaf,1.6,3.2,0.6,0.8,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,leaf,1.7,3.1,0.5,0.7,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,leaf,7,34.5,4.7,21.1,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,leaf,8.5,40.2,3.2,16.7,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,7.1,17.1,3.2,9.6,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,wholeplant,29.4,103.5,6.4,32.6,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,wholeplant,29.3,108.5,13,32.6,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,CO2
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,14.9,49.1,3.4,17.4,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,Control
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,15.1,56.9,6.1,38,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,Control
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,5.8,14.1,0.7,8.8,6,6,g,Caporn SJM et al. 1999,4.9,*,1097,53.4,Control
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,3.9,5.4,2.3,2.9,5,5,g,Whitehead SJ et al. 1997,5,*,*,*,Control
Pteridium aquilinum,SporePlant,,*,*,*,*,*,*,root,0.5,1,1.2,1.2,5,5,g,Whitehead SJ et al. 1997,5,*,*,*,Control
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,1,1.1,0.2,1.2,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,1,1.3,0.2,1.8,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,3.3,3.4,0.6,0,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,3.3,3.2,0.6,1,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,shoot,1.5,1.7,0.3,1.2,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus ilex,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,shoot,1.5,2,0.3,0.3,10,10,g,Villar-Salvador et al. 2004,*,13.1,*,40.3,Facilitated
Quercus robur,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,23,170,1.5,10,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,CO2
Quercus robur,Seedplant,Herbaceous,*,*,*,Perennial,Grass,*,leaf,49.2,54.9,2.8,1.6,4,4,g m-2,Portsmuth and Niinemets 2006a,*,*,*,59.2,Control
Quercus robur,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,18,40,1.2,2.5,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,Control
Quercus robur,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,leaf,56.8,74.1,4.4,2,4,4,g m-2,Portsmuth and Niinemets 2006a,*,*,*,59.2,Control
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,1.4,5.2,0.1,0.7,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,CO2
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,1.8,3.8,0.1,0.3,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,CO2
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,1.9,16,0.2,1,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,CO2
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,0.6,2.5,0.3,0.6,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,Control
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,0.6,2.2,0,0.6,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,Control
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,2.1,15.8,0.4,0.8,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,Limited
Quercus rubra,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,1.4,6.8,0.4,2.1,6,6,g,Bazzaz and Miao1993,40,*,*,42.4,Limited
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,80.8,354.7,6.8,32.3,6,6,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,341.9,562.8,48.4,47.4,6,6,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,422.7,917.5,51.2,82.4,6,6,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,37,79.2,5.6,0.4,5,5,g,Maroco JP et al. 2002a,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,45,96.4,9.4,1.2,5,5,g,Maroco JP et al. 2002a,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,37,79.2,7.1,32,8,8,g,Maroco JP et al. 2002a,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,43.6,73.2,13,1.8,5,5,g,Maroco JP et al. 2002a,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,124.3,130.4,11.9,10.5,5,5,g m-2,Niinemets U et al. 1999,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,127.1,129.3,15.9,8.5,5,5,g m-2,Niinemets U et al. 1999,*,14.2,920,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,4.2,4,1.8,0.3,5,5,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,2.7,10.2,2.2,0,5,5,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,301.9,443.9,59.9,1,5,5,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,341.9,562.8,108.2,0.4,5,5,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,33.1,248.1,18.7,76.9,8,8,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,43.6,73.2,16.4,31.1,8,8,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,33.1,248.1,14.8,1.2,5,5,g,Maroco JP et al. 2002b,*,*,*,38.4,CO2
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,belowground,301.9,443.9,26.8,42.8,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,root,341.9,562.8,136.9,134.1,8,8,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,root,301.9,443.9,75.8,121.1,8,8,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,wholeplant,386.7,600.3,32.6,48.3,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,84.8,156.4,7.5,12.6,6,6,g,Maroco JP et al. 2002b,*,*,*,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,2.7,10.2,2.4,7.3,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,branch/twig,4.2,4,2,2.7,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,45,96.4,11.9,12.4,8,8,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,45,96.4,10.3,10.8,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,341.9,562.8,119.5,116.1,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,root,301.9,443.9,65.6,104.8,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,43.6,73.2,14.2,26.9,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,wood,33.1,248.1,16.2,66.6,6,6,g,Maroco JP et al. 2002a,*,14.2,920,38.4,Control
Quercus suber,Seedplant,Woody,Broadleaved,Evergreen,Non-legume,*,Tree,*,leaf,37,79.2,6.1,27.7,6,6,g,Maroco JP et al. 2002b,*,*,*,38.4,Control
Quercus velutina,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,302.8,307.5,103.9,80.2,4,4,g m-2,Magill AH et al. 2004,5,8.5,1120,42.3,Control
Quercus velutina,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,314.6,352.4,103.9,99.1,4,4,g m-2,Magill AH et al. 2004,5,8.5,1120,42.3,Control
Quercus velutina,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,298.1,309.9,80.2,99.2,4,4,g m-2,Magill AH et al. 2004,5,8.5,1120,42.3,Control
Quercus velutina,Seedplant,Woody,Broadleaved,Deciduous,Non-legume,*,Tree,*,aboveground,302.8,366.5,103.9,51.9,4,4,g m-2,Magill AH et al. 2004,5,8.5,1120,42.3,Control
